City Name,Country Name,Country Official Name,Country Code,Target Lat,Target Long,Grid Lat,Grid Long,Actual Lat,Actual Long,In Target Grid Area,Temp,Humidity,Cloudiness,Wind Speed,Wind Direction,Weather Description,Weather Icon URL
Palauig,Philippines,Republic of the Philippines,PH,15.32407245624643,117.25760026548618,15.0,114.0,15.44,119.9,True,77.28,88.0,8.0,10.2,89.501,clear sky,http://openweathermap.org/img/w/02n.png
Cagliliog,Philippines,Republic of the Philippines,PH,13.874992583465279,123.22949288053947,15.0,121.0,13.9,123.29,True,76.96,92.0,48.0,15.01,69.001,light rain,http://openweathermap.org/img/w/10n.png
Sulangan,Philippines,Republic of the Philippines,PH,11.742224617163444,130.44971568453036,15.0,128.0,11.14,123.72,False,81.78,98.0,92.0,20.49,69.501,overcast clouds,http://openweathermap.org/img/w/04n.png
Nanakuli,United States,United States of America,US,20.575366375900675,-159.2187997671606,22.0,-159.0,21.39,-158.15,True,73.31,84.0,90.0,8.05,90.0,shower rain,http://openweathermap.org/img/w/09n.png
Lompoc,United States,United States of America,US,19.85912507984023,-130.9420866610635,22.0,-131.0,34.64,-120.46,False,31.19,84.0,1.0,8.05,80.0,clear sky,http://openweathermap.org/img/w/01d.png
Guerrero Negro,Mexico,United Mexican States,MX,19.706316227298238,-122.53669412484662,22.0,-124.0,27.97,-114.04,False,48.16,100.0,20.0,3.6,80.001,few clouds,http://openweathermap.org/img/w/02d.png
Tomatlan,Mexico,United Mexican States,MX,19.675967145858323,-107.3400685074457,22.0,-110.0,19.93,-105.25,True,64.32,76.0,64.0,1.48,41.001,broken clouds,http://openweathermap.org/img/w/04d.png
Tamasopo,Mexico,United Mexican States,MX,21.984827298734153,-99.50857614899024,22.0,-103.0,21.92,-99.39,True,56.98,95.0,24.0,3.71,302.001,few clouds,http://openweathermap.org/img/w/02d.png
Agua Dulce,Mexico,United Mexican States,MX,18.714146005769614,-94.20892750002051,22.0,-96.0,18.14,-94.15,True,78.8,83.0,5.0,11.41,360.0,clear sky,http://openweathermap.org/img/w/02d.png
Panaba,Mexico,United Mexican States,MX,21.70435371958142,-88.38680933868206,22.0,-89.0,21.28,-88.27,True,82.5,64.0,0.0,8.08,108.501,clear sky,http://openweathermap.org/img/w/01d.png
Condado,Cuba,Republic of Cuba,CU,21.752118577275844,-79.69415544672022,22.0,-82.0,21.88,-79.84,True,78.78,69.0,20.0,8.05,100.0,few clouds,http://openweathermap.org/img/w/02d.png
Cockburn Town,Bahamas,Commonwealth of the Bahamas,BS,24.058204426374786,-73.94630779667774,22.0,-75.0,24.03,-74.52,True,78.0,96.0,56.0,18.48,89.501,broken clouds,http://openweathermap.org/img/w/04d.png
Villa Altagracia,Dominican Republic,Dominican Republic,DO,18.598316860558604,-70.05373262595464,22.0,-68.0,18.67,-70.17,True,71.25,88.0,44.0,3.49,26.501,light rain,http://openweathermap.org/img/w/10d.png
Nouadhibou,Mauritania,Islamic Republic of Mauritania,MR,22.724312372078998,-22.335068321674363,22.0,-19.0,20.93,-17.03,False,80.83,37.0,0.0,7.96,120.001,clear sky,http://openweathermap.org/img/w/01d.png
Araouane,Mali,Republic of Mali,ML,18.846012083202893,-6.290654015123627,22.0,-5.0,18.9,-3.53,True,81.1,21.0,0.0,12.55,46.501,clear sky,http://openweathermap.org/img/w/01d.png
Adrar,Algeria,People's Democratic Republic of Algeria,DZ,25.00038083441466,3.74068222314654,22.0,2.0,27.87,-0.29,False,64.4,34.0,0.0,14.99,20.0,clear sky,http://openweathermap.org/img/w/01d.png
Jalu,Libya,Libya,LY,24.072137391326148,21.99667087989131,22.0,23.0,29.03,21.55,False,61.26,52.0,12.0,14.9,274.001,few clouds,http://openweathermap.org/img/w/02d.png
Marawi,Sudan,Republic of the Sudan,SD,19.05449454617891,32.29933940091904,22.0,30.0,18.48,31.82,True,79.89,27.0,44.0,5.5,331.001,scattered clouds,http://openweathermap.org/img/w/03n.png
Mecca,Saudi Arabia,Kingdom of Saudi Arabia,SA,20.207073768870853,40.45976043322234,22.0,37.0,21.43,39.83,True,80.79,52.0,24.0,6.29,231.501,few clouds,http://openweathermap.org/img/w/02n.png
Najran,Saudi Arabia,Kingdom of Saudi Arabia,SA,18.799071340494677,46.55292622765659,22.0,44.0,17.54,44.22,True,75.2,27.0,0.0,11.41,90.0,clear sky,http://openweathermap.org/img/w/01n.png
Sur,Oman,Sultanate of Oman,OM,21.61073266786669,58.97917874319363,22.0,58.0,22.57,59.53,True,71.43,100.0,0.0,3.38,76.001,clear sky,http://openweathermap.org/img/w/01n.png
Karachi,Pakistan,Islamic Republic of Pakistan,PK,24.925573285836155,66.15989694513672,22.0,65.0,24.87,67.03,True,69.8,68.0,0.0,6.93,240.0,clear sky,http://openweathermap.org/img/w/01n.png
Porbandar,India,Republic of India,IN,20.342535424153855,68.77445701594426,22.0,72.0,21.64,69.61,True,71.97,51.0,0.0,9.53,331.501,clear sky,http://openweathermap.org/img/w/01n.png
Digras,India,Republic of India,IN,20.17600889963328,77.75792335722613,22.0,79.0,20.1,77.72,True,55.36,62.0,0.0,3.6,128.501,clear sky,http://openweathermap.org/img/w/01n.png
Sarankhola,Bangladesh,People's Republic of Bangladesh,BD,21.2647627646213,89.7162530576451,22.0,93.0,22.31,89.79,True,64.14,71.0,0.0,8.19,310.501,clear sky,http://openweathermap.org/img/w/01n.png
Mae Sai,Thailand,Kingdom of Thailand,TH,21.565859044395676,99.34704324379312,22.0,100.0,20.43,99.88,True,66.2,100.0,40.0,4.7,40.0,scattered clouds,http://openweathermap.org/img/w/03n.png
Chenghai,China,People's Republic of China,CN,23.298223594541405,117.42035014340459,22.0,114.0,23.46,116.77,True,60.8,63.0,0.0,4.47,20.0,clear sky,http://openweathermap.org/img/w/01n.png
Ishigaki,Japan,Japan,JP,23.60453179476693,124.04077890607489,22.0,121.0,24.34,124.16,True,68.19,100.0,92.0,27.76,50.001,light rain,http://openweathermap.org/img/w/10n.png
Hirara,Japan,Japan,JP,21.46240437925038,126.97310739875253,22.0,128.0,24.8,125.28,True,70.44,100.0,88.0,23.85,54.501,overcast clouds,http://openweathermap.org/img/w/04n.png
Nishihara,Japan,Japan,JP,20.449930627176972,135.59429334670332,22.0,135.0,35.74,139.53,False,36.18,65.0,20.0,9.17,290.0,few clouds,http://openweathermap.org/img/w/02n.png
Shingu,Japan,Japan,JP,24.60111098816857,138.54198815744954,22.0,142.0,33.72,135.99,False,51.4,100.0,12.0,21.5,296.501,few clouds,http://openweathermap.org/img/w/02n.png
Katsuura,Japan,Japan,JP,24.269434056074587,150.6927258709362,22.0,149.0,33.93,134.5,False,46.4,49.0,75.0,16.11,320.0,broken clouds,http://openweathermap.org/img/w/04n.png
Hasaki,Japan,Japan,JP,25.093986370373074,161.867595020794,22.0,163.0,35.73,140.83,False,34.59,65.0,20.0,4.7,240.0,few clouds,http://openweathermap.org/img/w/02n.png
Kahului,United States,United States of America,US,30.266438793108062,-149.39177346347122,29.0,-152.0,20.89,-156.47,False,70.02,84.0,1.0,10.29,80.0,clear sky,http://openweathermap.org/img/w/01n.png
Pacific Grove,United States,United States of America,US,30.593919332142733,-131.4379878420959,29.0,-131.0,36.62,-121.92,False,31.91,47.0,1.0,6.93,70.0,clear sky,http://openweathermap.org/img/w/01n.png
Santa Isabel,Mexico,United Mexican States,MX,28.591402878039553,-113.21990881723329,29.0,-110.0,32.63,-115.58,False,34.9,69.0,1.0,6.62,356.001,clear sky,http://openweathermap.org/img/w/01d.png
Ojinaga,Mexico,United Mexican States,MX,29.075536006925155,-104.15269949494308,29.0,-103.0,29.57,-104.42,True,48.56,37.0,1.0,5.82,20.0,clear sky,http://openweathermap.org/img/w/01d.png
Lockhart,United States,United States of America,US,29.766619692146154,-97.4176129069952,29.0,-96.0,29.88,-97.67,True,42.75,85.0,1.0,14.99,10.0,mist,http://openweathermap.org/img/w/50d.png
Edgewater,United States,United States of America,US,29.545534065543418,-79.79675295964698,29.0,-82.0,28.99,-80.9,True,73.81,83.0,1.0,5.82,240.0,clear sky,http://openweathermap.org/img/w/01d.png
Marsh Harbour,Bahamas,Commonwealth of the Bahamas,BS,28.62262736704416,-76.40917695509155,29.0,-75.0,26.54,-77.06,True,75.7,100.0,0.0,13.33,118.001,clear sky,http://openweathermap.org/img/w/01d.png
Hamilton,Bermuda,Bermuda,BM,29.321922390999166,-67.80393178222904,29.0,-68.0,32.3,-64.78,True,68.0,72.0,75.0,11.41,180.0,broken clouds,http://openweathermap.org/img/w/04d.png
Saint George,Bermuda,Bermuda,BM,31.94376133827327,-63.10362354181906,29.0,-61.0,32.38,-64.68,True,68.0,72.0,75.0,11.41,180.0,broken clouds,http://openweathermap.org/img/w/04d.png
Ribeira Grande,Portugal,Portuguese Republic,PT,27.654364765032728,-37.28377671027767,29.0,-40.0,38.52,-28.7,False,64.4,82.0,75.0,19.46,150.0,shower rain,http://openweathermap.org/img/w/09d.png
Los Llanos De Aridane,Spain,Kingdom of Spain,ES,25.737777014081697,-22.649385563555768,29.0,-26.0,28.66,-17.92,False,75.2,33.0,0.0,17.22,190.0,clear sky,http://openweathermap.org/img/w/01d.png
Tiznit,Morocco,Kingdom of Morocco,MA,29.453762090960694,-10.035600130062623,29.0,-12.0,29.7,-9.73,True,67.56,49.0,0.0,4.16,313.501,clear sky,http://openweathermap.org/img/w/01d.png
Nalut,Libya,Libya,LY,32.1217778691026,10.597869707004222,29.0,9.0,31.86,10.98,True,56.26,48.0,12.0,15.79,336.501,few clouds,http://openweathermap.org/img/w/02d.png
Bani Walid,Libya,Libya,LY,31.832971867904853,14.565017198321403,29.0,16.0,31.76,14.0,True,48.43,91.0,20.0,18.25,333.501,light rain,http://openweathermap.org/img/w/10d.png
Madinat Sittah Uktubar,Egypt,Arab Republic of Egypt,EG,29.699929703175897,31.367820502007632,29.0,30.0,29.82,31.05,True,62.6,36.0,75.0,3.36,220.0,broken clouds,http://openweathermap.org/img/w/04d.png
Sabha,Jordan,Hashemite Kingdom of Jordan,JO,32.0711185603519,37.10070516530165,29.0,37.0,32.33,36.5,True,53.6,62.0,40.0,4.94,255.001,dust,http://openweathermap.org/img/w/50n.png
Hit,Iraq,Republic of Iraq,IQ,32.09025970081591,42.913647066104325,29.0,44.0,33.64,42.83,True,53.97,73.0,48.0,8.52,112.001,scattered clouds,http://openweathermap.org/img/w/03n.png
Ravar,"Iran, Islamic Republic of",Islamic Republic of Iran,IR,31.658290912312506,56.856811126379796,29.0,58.0,31.27,56.81,True,39.7,95.0,0.0,2.04,69.001,clear sky,http://openweathermap.org/img/w/01n.png
Uthal,Pakistan,Islamic Republic of Pakistan,PK,26.031805722379215,66.702537564483,29.0,65.0,25.81,66.62,True,60.27,73.0,0.0,4.94,175.501,clear sky,http://openweathermap.org/img/w/01n.png
Fazilka,India,Republic of India,IN,30.389262541390806,73.90916580448356,29.0,72.0,30.41,74.03,True,55.14,87.0,92.0,6.62,51.501,overcast clouds,http://openweathermap.org/img/w/04n.png
Rajgarh,India,Republic of India,IN,30.948126337387446,77.26912447135291,29.0,79.0,24.01,76.73,False,55.81,65.0,0.0,3.49,84.001,clear sky,http://openweathermap.org/img/w/01n.png
Pokhara,Nepal,Federal Democratic Republic of Nepal,NP,32.45478883334725,85.81627284130114,29.0,86.0,28.21,83.99,False,36.69,78.0,12.0,1.92,340.001,few clouds,http://openweathermap.org/img/w/02n.png
Fuling,China,People's Republic of China,CN,29.486341325914132,107.4498252968985,29.0,107.0,29.71,107.39,True,31.15,97.0,0.0,2.37,86.001,clear sky,http://openweathermap.org/img/w/01n.png
Huangpi,China,People's Republic of China,CN,30.789231249198615,114.48538366398678,29.0,114.0,30.88,114.37,True,33.8,80.0,0.0,2.24,240.0,clear sky,http://openweathermap.org/img/w/01n.png
Hanyang,China,People's Republic of China,CN,27.2422054403646,119.91405913337998,29.0,121.0,32.14,105.51,False,25.26,88.0,80.0,1.03,212.001,broken clouds,http://openweathermap.org/img/w/04n.png
Muroto,Japan,Japan,JP,31.6322559231298,134.97215605023308,29.0,135.0,33.37,134.14,True,42.0,100.0,0.0,9.75,303.001,clear sky,http://openweathermap.org/img/w/01n.png
Tateyama,Japan,Japan,JP,30.77517948689146,141.32932751088182,29.0,142.0,36.66,137.31,False,28.0,100.0,88.0,1.14,211.001,light rain,http://openweathermap.org/img/w/10n.png
Ahuimanu,United States,United States of America,US,35.93560337616553,-152.50810099532674,36.0,-152.0,21.44,-157.84,False,73.2,84.0,90.0,8.05,90.0,shower rain,http://openweathermap.org/img/w/09n.png
Fortuna,United States,United States of America,US,34.385501436208635,-140.7854910240475,36.0,-138.0,40.6,-124.16,False,38.14,100.0,1.0,10.29,140.0,clear sky,http://openweathermap.org/img/w/01n.png
Sunrise Manor,United States,United States of America,US,38.37848752241398,-115.4226838755732,36.0,-117.0,36.21,-115.07,True,33.04,30.0,1.0,11.41,320.0,clear sky,http://openweathermap.org/img/w/01d.png
Bloomfield,United States,United States of America,US,36.734174668269866,-107.47173161028356,36.0,-110.0,40.81,-74.19,False,57.61,66.0,40.0,25.28,310.0,scattered clouds,http://openweathermap.org/img/w/03d.png
Dumas,United States,United States of America,US,36.32717041349294,-102.75797614991777,36.0,-103.0,35.87,-101.97,True,11.89,77.0,75.0,18.34,360.0,broken clouds,http://openweathermap.org/img/w/04d.png
Tahlequah,United States,United States of America,US,35.61860848836789,-94.92419181701472,36.0,-96.0,35.92,-94.97,True,28.99,92.0,90.0,5.82,360.0,mist,http://openweathermap.org/img/w/50d.png
Evansville,United States,United States of America,US,38.024959494000655,-87.87494182952634,36.0,-89.0,37.97,-87.56,True,42.8,85.0,90.0,6.93,350.0,overcast clouds,http://openweathermap.org/img/w/04d.png
Marietta,United States,United States of America,US,39.42422691351757,-81.30398527449299,36.0,-82.0,33.95,-84.55,False,59.09,99.0,90.0,2.82,260.501,moderate rain,http://openweathermap.org/img/w/10d.png
Havelock,United States,United States of America,US,33.32893372228516,-74.33044114454567,36.0,-75.0,34.88,-76.9,True,69.55,78.0,90.0,16.11,270.0,light rain,http://openweathermap.org/img/w/10d.png
Virginia Beach,United States,United States of America,US,35.32080214116645,-70.75608157169248,36.0,-68.0,36.85,-75.98,False,70.16,70.0,1.0,17.22,250.0,clear sky,http://openweathermap.org/img/w/01d.png
Halifax,Canada,Canada,CA,39.1998291846672,-60.8432821012181,36.0,-61.0,44.65,-63.58,False,32.0,100.0,90.0,25.28,140.0,snow,http://openweathermap.org/img/w/13d.png
Torbay,Canada,Canada,CA,38.46324714372845,-49.80983477723066,36.0,-47.0,47.66,-52.73,False,15.8,78.0,75.0,8.05,290.0,broken clouds,http://openweathermap.org/img/w/04d.png
Vila Franca Do Campo,Portugal,Portuguese Republic,PT,33.51255891500107,-24.793607047720908,36.0,-26.0,37.72,-25.43,False,64.4,77.0,40.0,14.99,170.0,scattered clouds,http://openweathermap.org/img/w/03d.png
Camacha,Portugal,Portuguese Republic,PT,36.586211985598844,-14.352565096844616,36.0,-12.0,33.08,-16.33,False,66.69,68.0,40.0,16.11,180.0,light intensity shower rain,http://openweathermap.org/img/w/09d.png
Palma Del Rio,Spain,Kingdom of Spain,ES,37.825114390237495,-5.3590901889179445,36.0,-5.0,37.7,-5.28,True,61.36,36.0,0.0,5.82,60.0,clear sky,http://openweathermap.org/img/w/01d.png
Bardiyah,Libya,Libya,LY,32.99027674514107,25.562696971986547,36.0,23.0,31.76,25.09,True,59.73,100.0,88.0,17.81,232.501,light rain,http://openweathermap.org/img/w/10n.png
Cumra,Turkey,Republic of Turkey,TR,37.20541987340211,32.75404118225303,36.0,30.0,37.57,32.77,True,28.4,86.0,75.0,4.7,110.0,mist,http://openweathermap.org/img/w/50n.png
Akdagmadeni,Turkey,Republic of Turkey,TR,39.42512893543072,36.25669067089376,36.0,37.0,39.66,35.88,True,20.53,94.0,88.0,2.71,106.501,overcast clouds,http://openweathermap.org/img/w/04n.png
Naqadeh,"Iran, Islamic Republic of",Islamic Republic of Iran,IR,37.09254604404025,45.59857504064693,36.0,44.0,36.96,45.39,True,34.93,80.0,64.0,7.85,175.501,broken clouds,http://openweathermap.org/img/w/04n.png
Garmsar,"Iran, Islamic Republic of",Islamic Republic of Iran,IR,34.49070867340219,52.62596058037905,36.0,51.0,35.22,52.34,True,31.83,71.0,36.0,2.37,324.001,scattered clouds,http://openweathermap.org/img/w/03n.png
Murgab,Turkmenistan,Turkmenistan,TM,37.93686592424887,61.15948302148191,36.0,58.0,37.5,61.97,True,37.4,86.0,90.0,9.17,330.0,overcast clouds,http://openweathermap.org/img/w/04n.png
Sharan,Afghanistan,Islamic Republic of Afghanistan,AF,32.70017068083745,68.47890550445511,36.0,65.0,33.15,68.78,True,29.67,100.0,64.0,4.83,262.001,broken clouds,http://openweathermap.org/img/w/04n.png
Leh,India,Republic of India,IN,35.944463514851854,80.02461402302025,36.0,79.0,34.16,77.58,True,-12.01,68.0,56.0,0.58,347.001,broken clouds,http://openweathermap.org/img/w/04n.png
Korla,China,People's Republic of China,CN,38.89573834436482,85.99532622355999,36.0,86.0,41.76,86.15,True,9.42,87.0,64.0,4.61,12.001,broken clouds,http://openweathermap.org/img/w/04n.png
Linxia,China,People's Republic of China,CN,33.72613367068629,101.33468273560592,36.0,100.0,35.6,103.21,True,1.41,60.0,0.0,2.93,155.001,clear sky,http://openweathermap.org/img/w/01n.png
Yinchuan,China,People's Republic of China,CN,38.43577350069917,104.80270248253191,36.0,107.0,38.48,106.21,True,-2.38,53.0,0.0,3.71,356.501,clear sky,http://openweathermap.org/img/w/01n.png
Dongsheng,China,People's Republic of China,CN,39.37196581500436,111.02428977711143,36.0,114.0,29.72,112.52,False,30.84,89.0,64.0,5.17,321.501,broken clouds,http://openweathermap.org/img/w/04n.png
Qinhuangdao,China,People's Republic of China,CN,39.202294246474416,119.81747690388246,36.0,121.0,39.94,119.59,True,-5.89,57.0,0.0,2.26,18.001,clear sky,http://openweathermap.org/img/w/01n.png
Hirado,Japan,Japan,JP,33.4059697360644,129.03641915821234,36.0,128.0,33.32,129.49,True,46.0,100.0,24.0,22.17,322.001,few clouds,http://openweathermap.org/img/w/02n.png
Toyooka,Japan,Japan,JP,35.93402862351978,134.99533136786204,36.0,135.0,35.55,134.82,True,33.72,84.0,0.0,8.08,250.001,clear sky,http://openweathermap.org/img/w/01n.png
Yuzawa,Japan,Japan,JP,39.2690534798053,140.3303338358273,36.0,142.0,39.05,140.54,True,29.71,82.0,88.0,1.92,294.501,overcast clouds,http://openweathermap.org/img/w/04n.png
Severo-Kurilsk,Russian Federation,Russian Federation,RU,34.17199382657955,163.76609861392572,36.0,163.0,50.68,156.12,False,23.82,100.0,68.0,10.2,297.501,broken clouds,http://openweathermap.org/img/w/04n.png
Nikolskoye,Russian Federation,Russian Federation,RU,36.673771762088876,168.961325310871,36.0,170.0,59.7,30.79,False,32.0,92.0,90.0,13.42,180.0,overcast clouds,http://openweathermap.org/img/w/04n.png
Provideniya,Russian Federation,Russian Federation,RU,43.17126402659303,-180.0,43.0,-180.0,64.42,-173.23,False,0.24,100.0,44.0,6.96,26.001,scattered clouds,http://openweathermap.org/img/w/03n.png
Bethel,United States,United States of America,US,42.71737901682689,-165.07074323044344,43.0,-166.0,60.79,-161.76,False,30.52,95.0,90.0,26.4,20.0,light snow,http://openweathermap.org/img/w/13n.png
Kodiak,United States,United States of America,US,43.088792440575055,-161.46533167035759,43.0,-159.0,39.95,-94.76,False,15.73,56.0,90.0,10.29,350.0,overcast clouds,http://openweathermap.org/img/w/04d.png
Eureka,United States,United States of America,US,40.911175850227956,-139.647633776413,43.0,-138.0,40.8,-124.16,False,37.49,100.0,1.0,10.29,140.0,clear sky,http://openweathermap.org/img/w/01n.png
Coos Bay,United States,United States of America,US,42.28470458523744,-129.5678978182924,43.0,-131.0,43.37,-124.22,False,33.08,95.0,1.0,6.93,20.0,clear sky,http://openweathermap.org/img/w/01n.png
Ashland,United States,United States of America,US,42.71860174564006,-122.41881083651514,43.0,-124.0,38.48,-82.64,False,46.24,82.0,90.0,5.82,330.0,overcast clouds,http://openweathermap.org/img/w/04d.png
Sun Valley,United States,United States of America,US,40.21179481719469,-119.73717851361485,43.0,-117.0,43.7,-114.35,False,-12.32,70.0,40.0,11.41,300.0,scattered clouds,http://openweathermap.org/img/w/03n.png
Evanston,United States,United States of America,US,41.2695138540133,-111.16106307767048,43.0,-110.0,42.04,-87.69,False,29.86,71.0,90.0,8.05,350.0,light snow,http://openweathermap.org/img/w/13d.png
Bismarck,United States,United States of America,US,46.09488444929622,-99.93875341339913,43.0,-103.0,46.81,-100.78,True,-5.68,76.0,1.0,9.17,180.0,clear sky,http://openweathermap.org/img/w/01d.png
Waverly,United States,United States of America,US,42.775882094279844,-92.5692449452304,43.0,-96.0,37.04,-77.1,False,67.1,63.0,1.0,10.29,260.0,clear sky,http://openweathermap.org/img/w/01d.png
Rochelle,United States,United States of America,US,41.79283761246744,-89.05844294396744,43.0,-89.0,41.92,-89.07,True,28.22,86.0,90.0,11.41,360.0,overcast clouds,http://openweathermap.org/img/w/04d.png
Wheeling,United States,United States of America,US,40.20298586910056,-80.99597012436958,43.0,-82.0,40.06,-80.72,True,40.66,82.0,90.0,11.41,310.0,haze,http://openweathermap.org/img/w/50d.png
Brattleboro,United States,United States of America,US,42.74471790735832,-72.63340039009077,43.0,-75.0,42.85,-72.56,True,45.81,67.0,90.0,11.41,250.0,overcast clouds,http://openweathermap.org/img/w/04d.png
Yarmouth,Canada,Canada,CA,40.33912275822904,-66.1134890262962,43.0,-68.0,43.84,-66.12,False,39.2,100.0,90.0,16.11,160.0,light rain,http://openweathermap.org/img/w/10d.png
Saint-Pierre,Saint Pierre and Miquelon,Saint Pierre and Miquelon,PM,42.93334352069942,-54.386977726009164,43.0,-54.0,46.77,-56.17,False,26.6,73.0,90.0,10.29,210.0,overcast clouds,http://openweathermap.org/img/w/04d.png
Lagoa,Portugal,Portuguese Republic,PT,45.876387598919976,-26.019412741893323,43.0,-26.0,37.14,-8.45,False,60.8,63.0,0.0,11.41,110.0,clear sky,http://openweathermap.org/img/w/01d.png
Muros,Spain,Kingdom of Spain,ES,44.143865014756805,-13.931590336921872,43.0,-12.0,42.77,-9.06,False,58.91,48.0,0.0,2.24,300.0,clear sky,http://openweathermap.org/img/w/01d.png
Bermeo,Spain,Kingdom of Spain,ES,43.80514822798184,-2.85076629820941,43.0,-5.0,43.42,-2.72,True,46.4,87.0,90.0,2.71,11.501,overcast clouds,http://openweathermap.org/img/w/04d.png
Onda,Spain,Kingdom of Spain,ES,40.02959137580609,-0.35347159987590837,43.0,2.0,39.96,-0.26,True,60.8,72.0,0.0,6.93,130.0,clear sky,http://openweathermap.org/img/w/01d.png
Portoferraio,Italy,Italian Republic,IT,42.73822404124214,10.178071259236768,43.0,9.0,42.81,10.31,True,54.16,66.0,0.0,6.93,340.0,clear sky,http://openweathermap.org/img/w/01d.png
Dubrovnik,Croatia,Republic of Croatia,HR,42.01689518480264,17.783826832954542,43.0,16.0,42.65,18.09,True,51.8,32.0,0.0,6.93,10.0,clear sky,http://openweathermap.org/img/w/01d.png
Maxineni,Romania,Romania,RO,45.468911073551894,27.609030389682676,43.0,30.0,45.4,27.63,True,32.55,89.0,8.0,9.75,201.501,clear sky,http://openweathermap.org/img/w/02n.png
Golkoy,Turkey,Republic of Turkey,TR,40.32441269358575,37.40831505398598,43.0,37.0,40.69,37.62,True,44.6,70.0,40.0,6.93,160.0,scattered clouds,http://openweathermap.org/img/w/03n.png
Pasinler,Turkey,Republic of Turkey,TR,39.81263697003885,41.825007891147386,43.0,44.0,39.98,41.67,True,1.4,84.0,12.0,4.7,280.0,fog,http://openweathermap.org/img/w/50n.png
Shetpe,Kazakhstan,Republic of Kazakhstan,KZ,45.30679389610686,51.850900917444775,43.0,51.0,44.14,52.16,True,29.08,88.0,92.0,7.29,113.501,overcast clouds,http://openweathermap.org/img/w/04n.png
Shubarshi,Kazakhstan,Republic of Kazakhstan,KZ,46.39744996836951,58.043512773503835,43.0,58.0,48.59,57.19,True,20.85,93.0,56.0,3.15,118.501,broken clouds,http://openweathermap.org/img/w/04n.png
Zhezkazgan,Kazakhstan,Republic of Kazakhstan,KZ,46.48363812222583,69.63189026517382,43.0,72.0,47.8,67.71,True,3.7,80.0,56.0,6.73,52.001,broken clouds,http://openweathermap.org/img/w/04n.png
Aksu,China,People's Republic of China,CN,40.8134909528082,80.98125226871207,43.0,79.0,41.12,80.26,True,-2.92,53.0,8.0,2.93,241.501,clear sky,http://openweathermap.org/img/w/02n.png
Hami,China,People's Republic of China,CN,44.67161970312929,92.02641862397763,43.0,93.0,42.84,93.51,True,0.15,60.0,8.0,2.15,319.501,clear sky,http://openweathermap.org/img/w/02n.png
Hovd,Mongolia,Mongolia,MN,43.611026272531326,102.67737662261244,43.0,100.0,48.01,91.64,False,-21.5,53.0,48.0,2.26,259.501,scattered clouds,http://openweathermap.org/img/w/03n.png
Mandalgovi,Mongolia,Mongolia,MN,45.776200033465884,106.29479694778196,43.0,107.0,45.76,106.27,True,-6.34,75.0,64.0,5.39,107.501,broken clouds,http://openweathermap.org/img/w/04n.png
Erenhot,China,People's Republic of China,CN,43.45316852710159,113.95244527141612,43.0,114.0,43.65,111.97,True,-13.27,56.0,0.0,5.95,113.001,clear sky,http://openweathermap.org/img/w/01n.png
Benxi,China,People's Republic of China,CN,41.376085622599156,123.52577045626903,43.0,121.0,41.29,123.76,True,1.4,59.0,0.0,2.24,,clear sky,http://openweathermap.org/img/w/01n.png
Helong,China,People's Republic of China,CN,40.80091803679845,129.35234540556618,43.0,128.0,25.94,116.13,False,38.8,94.0,92.0,3.04,301.501,overcast clouds,http://openweathermap.org/img/w/04n.png
Rudnyy,Russian Federation,Russian Federation,RU,44.0152928287992,134.91585804703405,43.0,135.0,44.28,134.96,True,2.98,62.0,8.0,7.74,310.001,clear sky,http://openweathermap.org/img/w/02n.png
Iwanai,Japan,Japan,JP,43.46821929457607,139.5593842741592,43.0,142.0,42.97,140.51,True,30.7,100.0,76.0,15.12,296.001,broken clouds,http://openweathermap.org/img/w/04n.png
Petropavlovsk-Kamchatskiy,Russian Federation,Russian Federation,RU,45.543656367954185,163.79373922668344,43.0,163.0,53.05,158.65,False,-4.01,64.0,8.0,6.71,10.0,clear sky,http://openweathermap.org/img/w/02n.png
Ketchikan,United States,United States of America,US,51.74637764228731,-134.7181497371807,50.0,-138.0,55.34,-131.65,False,45.41,95.0,90.0,13.87,140.0,heavy intensity rain,http://openweathermap.org/img/w/10n.png
Port Hardy,Canada,Canada,CA,48.64306221959418,-129.9842245332955,50.0,-131.0,50.7,-127.42,True,39.2,86.0,90.0,16.11,110.0,overcast clouds,http://openweathermap.org/img/w/04n.png
Nakusp,Canada,Canada,CA,50.48749653599195,-117.16677762319459,50.0,-117.0,50.24,-117.8,True,8.79,86.0,44.0,0.81,125.501,scattered clouds,http://openweathermap.org/img/w/03n.png
Wainwright,Canada,Canada,CA,52.54216632857593,-111.20161994819551,50.0,-110.0,52.84,-110.86,True,17.34,87.0,92.0,13.44,242.501,overcast clouds,http://openweathermap.org/img/w/04d.png
Caronport,Canada,Canada,CA,50.59765957581541,-106.2934633223574,50.0,-103.0,50.46,-105.81,True,-3.37,71.0,48.0,11.77,210.001,scattered clouds,http://openweathermap.org/img/w/03d.png
Morris,Canada,Canada,CA,49.47193148400184,-97.45192887012035,50.0,-96.0,49.35,-97.37,True,-10.76,53.0,0.0,8.05,240.0,clear sky,http://openweathermap.org/img/w/01d.png
Terrace Bay,Canada,Canada,CA,49.26585434076964,-87.31848951270621,50.0,-89.0,48.78,-87.1,True,-22.01,82.0,20.0,4.7,130.0,few clouds,http://openweathermap.org/img/w/02d.png
